"job_id","job_title","company_name","salary_year_avg","skills"
552322,"Associate Director- Data Insights","AT&T","255829.5","sql"
552322,"Associate Director- Data Insights","AT&T","255829.5","python"
552322,"Associate Director- Data Insights","AT&T","255829.5","r"
552322,"Associate Director- Data Insights","AT&T","255829.5","azure"
552322,"Associate Director- Data Insights","AT&T","255829.5","databricks"
552322,"Associate Director- Data Insights","AT&T","255829.5","aws"
552322,"Associate Director- Data Insights","AT&T","255829.5","pandas"
552322,"Associate Director- Data Insights","AT&T","255829.5","pyspark"
552322,"Associate Director- Data Insights","AT&T","255829.5","jupyter"
552322,"Associate Director- Data Insights","AT&T","255829.5","excel"
552322,"Associate Director- Data Insights","AT&T","255829.5","tableau"
552322,"Associate Director- Data Insights","AT&T","255829.5","power bi"
552322,"Associate Director- Data Insights","AT&T","255829.5","powerpoint"
99305,"Data Analyst, Marketing","Pinterest Job Advertisements","232423.0","sql"
99305,"Data Analyst, Marketing","Pinterest Job Advertisements","232423.0","python"
99305,"Data Analyst, Marketing","Pinterest Job Advertisements","232423.0","r"
99305,"Data Analyst, Marketing","Pinterest Job Advertisements","232423.0","hadoop"
99305,"Data Analyst, Marketing","Pinterest Job Advertisements","232423.0","tableau"
1021647,"Data Analyst (Hybrid/Remote)","Uclahealthcareers","217000.0","sql"
1021647,"Data Analyst (Hybrid/Remote)","Uclahealthcareers","217000.0","crystal"
1021647,"Data Analyst (Hybrid/Remote)","Uclahealthcareers","217000.0","oracle"
1021647,"Data Analyst (Hybrid/Remote)","Uclahealthcareers","217000.0","tableau"
1021647,"Data Analyst (Hybrid/Remote)","Uclahealthcareers","217000.0","flow"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","sql"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","python"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","go"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","snowflake"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","pandas"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","numpy"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","excel"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","tableau"
168310,"Principal Data Analyst (Remote)","SmartAsset","205000.0","gitlab"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","sql"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","python"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","azure"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","aws"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","oracle"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","snowflake"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","tableau"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","power bi"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","sap"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","jenkins"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","bitbucket"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","atlassian"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","jira"
731368,"Director, Data Analyst - HYBRID","Inclusively","189309.0","confluence"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","sql"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","python"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","r"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","git"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","bitbucket"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","atlassian"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","jira"
310660,"Principal Data Analyst, AV Performance Analysis","Motional","189000.0","confluence"
1749593,"Principal Data Analyst","SmartAsset","186000.0","sql"
1749593,"Principal Data Analyst","SmartAsset","186000.0","python"
1749593,"Principal Data Analyst","SmartAsset","186000.0","go"
1749593,"Principal Data Analyst","SmartAsset","186000.0","snowflake"
1749593,"Principal Data Analyst","SmartAsset","186000.0","pandas"
1749593,"Principal Data Analyst","SmartAsset","186000.0","numpy"
1749593,"Principal Data Analyst","SmartAsset","186000.0","excel"
1749593,"Principal Data Analyst","SmartAsset","186000.0","tableau"
1749593,"Principal Data Analyst","SmartAsset","186000.0","gitlab"
387860,"ERM Data Analyst","Get It Recruit - Information Technology","184000.0","sql"
387860,"ERM Data Analyst","Get It Recruit - Information Technology","184000.0","python"
387860,"ERM Data Analyst","Get It Recruit - Information Technology","184000.0","r"
1781684,"DTCC Data Analyst","Robert Half","170000.0","java"
1781684,"DTCC Data Analyst","Robert Half","170000.0","go"
1781684,"DTCC Data Analyst","Robert Half","170000.0","excel"
1352513,"REMOTE Director of Data Analytics","A-Line Staffing Solutions","170000.0","sql"
1352513,"REMOTE Director of Data Analytics","A-Line Staffing Solutions","170000.0","python"
1352513,"REMOTE Director of Data Analytics","A-Line Staffing Solutions","170000.0","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Kelly Science, Engineering, Technology & Telecom","170000.0","sql"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Kelly Science, Engineering, Technology & Telecom","170000.0","python"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Kelly Science, Engineering, Technology & Telecom","170000.0","azure"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Kelly Science, Engineering, Technology & Telecom","170000.0","databricks"
987523,"Azure Data Python Consultant - contract to HIRE - Citizen or Perm...","Kelly Science, Engineering, Technology & Telecom","170000.0","power bi"
1525451,"Manager, Data Analyst","Uber","167000.0","sql"
1525451,"Manager, Data Analyst","Uber","167000.0","python"
1525451,"Manager, Data Analyst","Uber","167000.0","r"
1525451,"Manager, Data Analyst","Uber","167000.0","swift"
1525451,"Manager, Data Analyst","Uber","167000.0","excel"
1525451,"Manager, Data Analyst","Uber","167000.0","tableau"
1525451,"Manager, Data Analyst","Uber","167000.0","looker"
1246069,"Data Analyst","Plexus Resource Solutions","165000.0","python"
1246069,"Data Analyst","Plexus Resource Solutions","165000.0","mysql"
1246069,"Data Analyst","Plexus Resource Solutions","165000.0","aws"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","sql"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","python"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","r"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","sas"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","matlab"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","pandas"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","tableau"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","looker"
712473,"Data Analyst","Get It Recruit - Information Technology","165000.0","sas"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","CEDARS-SINAI","163500.0","sas"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","CEDARS-SINAI","163500.0","go"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","CEDARS-SINAI","163500.0","crystal"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","CEDARS-SINAI","163500.0","tableau"
618890,"Principal Data Intelligence Analyst - Cardiac - Remote","CEDARS-SINAI","163500.0","sas"
918213,"Senior - Data Analyst","DIRECTV","160515.0","sql"
918213,"Senior - Data Analyst","DIRECTV","160515.0","python"
918213,"Senior - Data Analyst","DIRECTV","160515.0","scala"
918213,"Senior - Data Analyst","DIRECTV","160515.0","r"
918213,"Senior - Data Analyst","DIRECTV","160515.0","mysql"
918213,"Senior - Data Analyst","DIRECTV","160515.0","postgresql"
918213,"Senior - Data Analyst","DIRECTV","160515.0","couchbase"
918213,"Senior - Data Analyst","DIRECTV","160515.0","azure"
918213,"Senior - Data Analyst","DIRECTV","160515.0","databricks"
918213,"Senior - Data Analyst","DIRECTV","160515.0","aws"
918213,"Senior - Data Analyst","DIRECTV","160515.0","redshift"
918213,"Senior - Data Analyst","DIRECTV","160515.0","oracle"
918213,"Senior - Data Analyst","DIRECTV","160515.0","snowflake"
918213,"Senior - Data Analyst","DIRECTV","160515.0","watson"
918213,"Senior - Data Analyst","DIRECTV","160515.0","pyspark"
918213,"Senior - Data Analyst","DIRECTV","160515.0","airflow"
918213,"Senior - Data Analyst","DIRECTV","160515.0","linux"
918213,"Senior - Data Analyst","DIRECTV","160515.0","tableau"
918213,"Senior - Data Analyst","DIRECTV","160515.0","ssis"
918213,"Senior - Data Analyst","DIRECTV","160515.0","cognos"
918213,"Senior - Data Analyst","DIRECTV","160515.0","visio"
475626,"Principal Data Analyst","Realtime Recruitment","160000.0","snowflake"
475626,"Principal Data Analyst","Realtime Recruitment","160000.0","power bi"
475626,"Principal Data Analyst","Realtime Recruitment","160000.0","looker"
783771,"SQL DEVELOPER / DATA ANALYST (Insurance industry Experience) ...","Robert Half","160000.0","sql"
783771,"SQL DEVELOPER / DATA ANALYST (Insurance industry Experience) ...","Robert Half","160000.0","java"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","sql"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","python"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","r"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","sas"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","sql server"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","azure"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","power bi"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","sas"
182813,"Principal Data Analyst","Get It Recruit - Information Technology","160000.0","ssrs"
266799,"Applied Scientist - Maps","Uber","157500.0","sql"
266799,"Applied Scientist - Maps","Uber","157500.0","python"
266799,"Applied Scientist - Maps","Uber","157500.0","r"
266799,"Applied Scientist - Maps","Uber","157500.0","spark"
485388,"System Data Analyst","Edgewater Federal Solutions, Inc.","157500.0","sql"
485388,"System Data Analyst","Edgewater Federal Solutions, Inc.","157500.0","go"
485388,"System Data Analyst","Edgewater Federal Solutions, Inc.","157500.0","oracle"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","sql"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","python"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","r"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","tableau"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","looker"
25761,"Data Analyst - Remote","CaptivateIQ","155485.5","datarobot"
105157,"Lead Data Analyst","Motion Recruitment","155000.0","sql"
105157,"Lead Data Analyst","Motion Recruitment","155000.0","python"
105157,"Lead Data Analyst","Motion Recruitment","155000.0","scala"
105157,"Lead Data Analyst","Motion Recruitment","155000.0","java"
105157,"Lead Data Analyst","Motion Recruitment","155000.0","c++"
